證券代號,證券名稱,Date,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
6531,愛普,2021-01-28,9868000,6849163000,707.00,716.00,660.00,669.00,-12.00,8549
6533,晶心科,2021-01-28,6403000,2603037000,409.00,416.50,396.00,396.00,-2.00,5451
6541,泰福-KY,2021-01-28,277000,9779550,35.60,35.65,35.10,35.10,-0.70,174
6552,易華電,2021-01-28,4780000,321283000,67.40,70.20,62.60,63.00,-2.90,3156
6558,興能高,2021-01-28,483000,21730400,45.20,45.60,44.75,44.80,-0.40,290
6573,虹揚-KY,2021-01-28,406000,6549000,16.40,16.50,15.70,15.85,0.20,215
6579,研揚,2021-01-28,38000,2615500,69.40,69.40,68.20,68.20,-1.60,38
6581,鋼聯,2021-01-28,86000,5963400,69.50,69.80,68.50,68.60,-0.90,49
6582,申豐,2021-01-28,740000,102680000,142.50,142.50,134.00,135.50,-5.50,567
6591,動力-KY,2021-01-28,446000,26524200,61.20,61.40,58.20,58.50,-2.00,317
6592,和潤企業,2021-01-28,3723000,297757500,80.80,80.80,79.30,79.40,-0.80,794
6598,ABC-KY,2021-01-28,319000,16349500,51.70,52.20,50.50,50.50,-1.30,253
6605,帝寶,2021-01-28,335000,19856100,59.80,60.40,58.30,58.40,-1.20,271
6625,必應,2021-01-28,13000,358850,27.60,27.70,27.55,27.70,0.10,10
6641,基士德-KY,2021-01-28,14000,886100,63.70,63.70,63.00,63.00,-0.70,13
6655,科定,2021-01-28,49000,2403700,49.00,49.30,48.65,48.65,0.00,37
6666,羅麗芬-KY,2021-01-28,12000,1013000,84.50,84.50,84.00,84.00,-0.80,10
6668,中揚光,2021-01-28,805000,48074300,59.80,61.90,58.50,59.00,-0.10,596
6669,緯穎,2021-01-28,1461000,1218889000,850.00,859.00,822.00,826.00,-10.00,1248
6670,復盛應用,2021-01-28,183000,30943500,170.00,170.00,168.00,169.00,-0.50,165
6671,三能-KY,2021-01-28,70000,2796650,39.80,40.00,39.80,39.95,-0.05,34
6672,騰輝電子-KY,2021-01-28,3640000,297443500,82.80,83.90,79.50,79.70,-2.80,2405
6674,鋐寶科技,2021-01-28,16000,468200,29.50,29.95,29.05,29.05,-0.45,10
6698,旭暉應材,2021-01-28,287000,11944600,41.70,42.15,41.05,41.05,-0.05,206
6706,惠特,2021-01-28,2184000,346567500,164.50,164.50,155.00,156.00,-7.50,1646
6715,嘉基,2021-01-28,135000,15933500,119.50,120.00,116.00,117.00,-2.00,81
6743,安普新,2021-01-28,2415000,334528000,144.00,144.50,132.50,133.00,-7.00,1757
6754,匯僑設計,2021-01-28,107000,4203200,38.95,39.65,38.95,39.00,0.00,83
6756,威鋒電子,2021-01-28,801000,230272000,282.00,294.50,279.00,286.00,10.00,695
8011,台通,2021-01-28,1795000,37075100,21.00,21.25,20.30,20.30,-0.45,704
8016,矽創,2021-01-28,1338000,218695000,167.00,168.00,160.50,160.50,-5.00,895
8021,尖點,2021-01-28,1648000,44684650,27.85,27.85,26.65,26.65,-0.80,914
8028,昇陽半導體,2021-01-28,1623000,83898000,51.50,52.80,50.80,50.80,-0.10,974
8033,雷虎,2021-01-28,11413000,245785200,20.60,21.90,20.50,21.90,1.95,4189
8039,台虹,2021-01-28,967000,51065000,54.00,54.10,51.80,51.80,-2.10,610
8046,南電,2021-01-28,12482000,2942973000,241.00,243.50,226.00,226.00,-10.00,8468
8070,長華*,2021-01-28,4034000,121972650,31.00,31.05,29.75,30.00,-0.65,2161
8072,陞泰,2021-01-28,41000,1136500,27.75,28.00,27.55,27.55,-0.20,35
8081,致新,2021-01-28,1184000,205420500,175.00,177.00,170.50,170.50,-1.50,900
8101,華冠,2021-01-28,104000,324920,3.14,3.18,3.10,3.12,-0.02,41
8103,瀚荃,2021-01-28,935000,31493050,33.80,34.55,32.70,32.75,-0.80,503
8104,錸寶,2021-01-28,702000,33007050,46.60,48.30,45.50,45.60,-0.50,579
8105,凌巨,2021-01-28,6050000,71047250,11.60,11.95,11.45,11.70,0.20,1698
8110,華東,2021-01-28,7571000,98641650,13.10,13.30,12.65,12.70,-0.05,2278
8112,至上,2021-01-28,6588000,231891300,36.00,36.05,34.50,34.85,-0.95,3401
8114,振樺電,2021-01-28,111000,8641200,78.90,79.00,77.10,77.20,-1.80,78
8131,福懋科,2021-01-28,482000,17567600,36.65,36.80,36.25,36.25,-0.30,319
8150,南茂,2021-01-28,7613000,259043850,34.75,34.95,33.50,33.65,-0.85,3817
8163,達方,2021-01-28,1346000,55861800,42.05,42.30,40.80,41.00,-0.80,806
8201,無敵,2021-01-28,10000,91490,9.16,9.16,9.13,9.15,-0.01,5
8210,勤誠,2021-01-28,246000,19434000,80.60,80.60,78.10,78.30,-1.50,197
8213,志超,2021-01-28,2236000,101163850,45.95,46.00,44.80,44.90,-0.70,1152
8215,明基材,2021-01-28,10127000,306007750,31.80,31.80,29.00,29.25,-1.75,5266
8222,寶一,2021-01-28,24000,295250,12.30,12.35,12.30,12.30,0.05,16
8249,菱光,2021-01-28,295000,5575650,18.95,19.05,18.75,18.80,-0.15,157
8261,富鼎,2021-01-28,3331000,158946500,48.40,49.30,46.30,46.40,-1.65,1970
8271,宇瞻,2021-01-28,575000,22187150,38.90,38.90,38.20,38.25,-0.40,363
8341,日友,2021-01-28,113000,24479500,218.00,218.00,216.00,217.50,-0.50,110
8367,建新國際,2021-01-28,174000,4870500,28.45,28.45,27.80,27.80,-0.60,118
8374,羅昇,2021-01-28,212000,5375350,25.80,25.85,24.90,24.90,-0.65,120
8404,百和興業-KY,2021-01-28,368000,9934200,27.40,27.50,26.60,26.60,-0.95,216
8411,福貞-KY,2021-01-28,79000,1051300,13.20,13.50,13.20,13.50,0.25,56
8422,可寧衛,2021-01-28,222000,35366500,160.00,160.50,159.00,159.00,0.00,163
8427,基勝-KY,2021-01-28,13000,468650,35.55,37.30,35.50,35.50,0.30,12
8429,金麗-KY,2021-01-28,461000,3806270,8.37,8.41,8.18,8.24,-0.12,299
8442,威宏-KY,2021-01-28,13000,590050,46.00,46.05,44.95,45.40,0.45,10
8443,阿瘦,2021-01-28,27000,291600,10.95,10.95,10.70,10.85,-0.05,21
8454,富邦媒,2021-01-28,210000,167535000,790.00,817.00,788.00,788.00,-8.00,198
8462,柏文,2021-01-28,97000,13314500,134.50,138.50,134.50,136.00,2.00,91
8463,潤泰材,2021-01-28,120000,4200750,35.10,35.45,34.80,34.80,-0.35,81
8464,億豐,2021-01-28,1105000,415750500,375.50,386.00,370.00,370.00,-7.50,790
8466,美吉吉-KY,2021-01-28,15000,911600,60.40,61.30,60.40,61.10,0.30,15
8467,波力-KY,2021-01-28,0,0,0.00,0.00,0.00,0.00,0.00,0
8473,山林水,2021-01-28,137000,5216400,38.20,38.20,38.00,38.00,-0.25,116
8478,東哥遊艇,2021-01-28,140000,5888750,42.25,42.80,41.70,41.70,-0.60,80
8480,泰昇-KY,2021-01-28,8000,950000,120.00,120.00,118.50,118.50,-1.50,8
8481,政伸,2021-01-28,17000,1191800,70.20,70.30,69.60,70.00,-0.20,16
8482,商億-KY,2021-01-28,97000,7688400,81.50,81.60,77.60,78.80,-3.10,85
8488,吉源-KY,2021-01-28,18000,250500,13.90,14.05,13.85,13.90,0.00,10
8499,鼎炫-KY,2021-01-28,90000,11399500,128.00,128.50,125.00,125.50,-2.00,84
8926,台汽電,2021-01-28,1623000,58814450,36.15,36.70,36.10,36.20,0.05,771
8940,新天地,2021-01-28,36000,362150,10.05,10.15,10.00,10.05,0.00,27
8996,高力,2021-01-28,1012000,57598300,58.70,58.70,55.50,55.70,-2.50,693
9103,美德醫療-DR,2021-01-28,8028000,222468400,27.75,28.15,27.50,27.50,-0.20,3334
910322,康師傅-DR,2021-01-28,200000,5574400,27.90,28.40,27.50,27.65,-0.35,67
9105,泰金寶-DR,2021-01-28,8399000,29629300,3.57,3.58,3.50,3.57,0.01,1223
910861,神州-DR,2021-01-28,666000,7189000,10.80,11.20,10.50,10.55,-0.20,94
9110,越南控-DR,2021-01-28,186000,418600,2.26,2.28,2.23,2.26,0.00,57
911608,明輝-DR,2021-01-28,173000,627720,3.70,3.70,3.57,3.65,0.02,75
911616,杜康-DR,2021-01-28,898000,1618420,1.83,1.85,1.77,1.77,-0.05,230
911622,泰聚亨-DR,2021-01-28,273000,1077230,3.99,3.99,3.93,3.94,0.00,48
911868,同方友友-DR,2021-01-28,303000,385590,1.28,1.29,1.26,1.27,0.00,119
912000,晨訊科-DR,2021-01-28,1577000,4047800,2.56,2.60,2.55,2.56,0.00,283
912398,友佳-DR,2021-01-28,172000,690870,4.07,4.07,4.00,4.00,0.00,83
9136,巨騰-DR,2021-01-28,189000,1819700,9.69,9.72,9.56,9.56,-0.13,86
9188,精熙-DR,2021-01-28,187000,521180,2.85,2.85,2.75,2.75,-0.06,79
9802,鈺齊-KY,2021-01-28,771000,85243000,111.50,112.00,109.00,109.50,-0.50,548
9902,台火,2021-01-28,422000,4414750,10.65,10.75,10.35,10.45,-0.05,121
9904,寶成,2021-01-28,10401000,294171300,28.55,28.75,28.00,28.00,-0.85,3961
9905,大華,2021-01-28,281000,6192000,22.00,22.20,21.95,21.95,-0.10,181
9906,欣巴巴,2021-01-28,52000,1963350,37.90,38.00,37.40,37.40,-0.60,40
9907,統一實,2021-01-28,1198000,12212700,10.20,10.25,10.10,10.20,-0.05,373
9908,大台北,2021-01-28,147000,4788950,32.50,32.70,32.50,32.50,-0.25,117
9910,豐泰,2021-01-28,1632000,295520000,180.00,184.00,179.50,180.00,0.00,1104
9911,櫻花,2021-01-28,305000,15254350,50.00,50.60,49.85,49.90,-0.10,256
9912,偉聯,2021-01-28,93000,707190,7.59,7.76,7.50,7.58,0.02,53
9914,美利達,2021-01-28,1227000,328728500,273.00,275.00,263.50,265.50,-5.50,949
9917,中保科,2021-01-28,400000,34505600,86.20,86.70,86.10,86.40,-0.10,298
9918,欣天然,2021-01-28,63000,2276150,36.15,36.65,35.90,36.65,0.45,51
9919,康那香,2021-01-28,4414000,137254550,31.20,31.75,30.50,30.60,-0.70,2471
9921,巨大,2021-01-28,1606000,445605500,282.50,284.00,272.50,272.50,-10.50,1208
9924,福興,2021-01-28,234000,10197050,43.60,44.35,43.50,43.55,-0.25,145
9925,新保,2021-01-28,307000,11272900,36.80,36.85,36.65,36.65,-0.15,216
9926,新海,2021-01-28,14000,663350,47.10,47.75,47.10,47.75,0.05,14
9927,泰銘,2021-01-28,249000,7325050,29.55,29.55,29.30,29.40,-0.15,124
9928,中視,2021-01-28,3000,14770,4.94,4.94,4.89,4.89,-0.08,2
9929,秋雨,2021-01-28,21000,291000,13.90,14.00,13.80,13.80,-0.15,12
9930,中聯資源,2021-01-28,93000,4160850,44.80,45.00,44.60,44.60,-0.20,82
9931,欣高,2021-01-28,44000,1841600,42.50,42.50,41.20,41.75,-0.50,36
9933,中鼎,2021-01-28,1265000,44483450,35.30,35.40,35.00,35.00,-0.30,802
9934,成霖,2021-01-28,328000,4860000,14.90,14.90,14.75,14.85,-0.05,102
9935,慶豐富,2021-01-28,270000,6969950,25.95,26.25,25.50,26.00,0.00,190
9937,全國,2021-01-28,106000,5454200,51.20,51.70,51.20,51.50,0.00,72
9938,百和,2021-01-28,6775000,537324500,81.50,83.50,76.70,77.60,-3.40,4253
9939,宏全,2021-01-28,1163000,66475400,58.40,58.40,56.80,56.80,-0.60,509
9940,信義,2021-01-28,406000,11122150,27.60,27.60,27.30,27.35,-0.35,270
9941,裕融,2021-01-28,433000,43371000,100.50,100.50,100.00,100.00,-0.50,338
9941A,裕融甲特,2021-01-28,8000,404500,50.50,50.60,50.50,50.60,0.30,7
9942,茂順,2021-01-28,86000,5860500,68.50,68.80,68.00,68.00,-0.20,46
9943,好樂迪,2021-01-28,110000,6733700,61.10,61.30,61.00,61.00,-0.20,67
9944,新麗,2021-01-28,462000,9636450,21.45,21.45,20.40,20.80,-0.70,287
9945,潤泰新,2021-01-28,5580000,217584650,39.25,39.40,38.75,38.75,-0.50,2913
9946,三發地產,2021-01-28,213000,2972700,14.00,14.05,13.90,13.95,-0.05,118
9955,佳龍,2021-01-28,175000,3142650,18.25,18.25,17.80,17.90,-0.25,110
9958,世紀鋼,2021-01-28,2171000,222253500,105.00,105.00,100.50,100.50,-3.50,1520
